Molecule Name,CDD Number,CXSMILES (CDD Compatible),SMILES,Batch Name,Batch Molecule-Batch ID,Canonical PostEra ID,suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0020399,"",NS(=O)(=O)C1=CC=C(Cl)C(C(=O)NCC2=CC=C(F)C(F)=C2)=C1,NS(=O)(=O)c1ccc(Cl)c(C(=O)NCc2ccc(F)c(F)c2)c1,001,CVD-0020399-001,WIL-UNI-1faa9b10-33,NS(=O)(=O)c1ccc(Cl)c(C(=O)NCc2ccc(F)c(F)c2)c1,> 99.5,"","","",""
CVD-0020398,"",COC(=O)N1CCN(C(=O)C(=O)NC2CCC(=O)N(C)C2)CC1,COC(=O)N1CCN(C(=O)C(=O)NC2CCC(=O)N(C)C2)CC1,001,CVD-0020398-001,WIL-UNI-1faa9b10-32,COC(=O)N1CCN(C(=O)C(=O)NC2CCC(=O)N(C)C2)CC1,> 99.5,"","","",""
CVD-0020397,"",COC(=O)C1=CC(NC(=O)NC(CO)C2=CC=CC(F)=C2)=CC=C1Cl,COC(=O)c1cc(NC(=O)NC(CO)c2cccc(F)c2)ccc1Cl,001,CVD-0020397-001,WIL-UNI-1faa9b10-31,COC(=O)c1cc(NC(=O)NC(CO)c2cccc(F)c2)ccc1Cl,(IC50 could not be calculated),"","","",""
CVD-0020396,"",NC(=O)C1=CC(NC(=O)NC(CCO)C2=CC=CC=C2F)=CC=C1F,NC(=O)c1cc(NC(=O)NC(CCO)c2ccccc2F)ccc1F,001,CVD-0020396-001,WIL-UNI-1faa9b10-30,NC(=O)c1cc(NC(=O)NC(CCO)c2ccccc2F)ccc1F,> 99.5,"","",0.609,4
CVD-0020395,"",O=S(=O)(NC(CO)CC1=CNC2=CC=CC=C12)C1=CC=C(F)C=C1F,OCC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(F)cc1F,001,CVD-0020395-001,WIL-UNI-1faa9b10-29,O=S(=O)(NC(CO)Cc1c[nH]c2ccccc12)c1ccc(F)cc1F,> 99.5,"","",-0.621,4
CVD-0020394,"",NC(=O)C1=CC(NC(=O)C(=O)NCC2=CC=CC=C2F)=CC=C1F,NC(=O)c1cc(NC(=O)C(=O)NCc2ccccc2F)ccc1F,001,CVD-0020394-001,WIL-UNI-1faa9b10-28,NC(=O)c1cc(NC(=O)C(=O)NCc2ccccc2F)ccc1F,> 99.5,"","",0.399,4
CVD-0020393,"",NS(=O)(=O)C1=CC=C(F)C(CNS(=O)(=O)C2=CC=CC=C2F)=C1,NS(=O)(=O)c1ccc(F)c(CNS(=O)(=O)c2ccccc2F)c1,001,CVD-0020393-001,WIL-UNI-1faa9b10-27,NS(=O)(=O)c1ccc(F)c(CNS(=O)(=O)c2ccccc2F)c1,> 99.5,"","","",""
CVD-0020392,"",COC1=NSC=C1NC(=O)NC(CO)C1=CC=C(F)C=C1F,COc1nscc1NC(=O)NC(CO)c1ccc(F)cc1F,001,CVD-0020392-001,WIL-UNI-1faa9b10-26,COc1nscc1NC(=O)NC(CO)c1ccc(F)cc1F,> 99.5,"","",0.814,4
CVD-0020391,"",NS(=O)(=O)C1=CC(C(=O)NCC2=C(F)C=CC=C2Cl)=CC=C1F,NS(=O)(=O)c1cc(C(=O)NCc2c(F)cccc2Cl)ccc1F,001,CVD-0020391-001,WIL-UNI-1faa9b10-25,NS(=O)(=O)c1cc(C(=O)NCc2c(F)cccc2Cl)ccc1F,> 99.5,"","","",""
CVD-0020390,"",CC(NC(=O)NC1=CC(F)=CC(S(N)(=O)=O)=C1)C1=CC=C(Cl)C=C1,CC(NC(=O)Nc1cc(F)cc(S(N)(=O)=O)c1)c1ccc(Cl)cc1,001,CVD-0020390-001,WIL-UNI-1faa9b10-24,CC(NC(=O)Nc1cc(F)cc(S(N)(=O)=O)c1)c1ccc(Cl)cc1,> 99.5,"","",1.19,2.3
CVD-0020389,"",CC(=O)NC1=CC=CC(CNC(=O)C(=O)NC2=CC=CC(F)=C2)=C1,CC(=O)Nc1cccc(CNC(=O)C(=O)Nc2cccc(F)c2)c1,001,CVD-0020389-001,WIL-UNI-1faa9b10-23,CC(=O)Nc1cccc(CNC(=O)C(=O)Nc2cccc(F)c2)c1,> 99.5,"","","",""
CVD-0020388,"",CSC1=CC=CC=C1S(=O)(=O)NCC1=CC(S(N)(=O)=O)=CC=C1F,CSc1ccccc1S(=O)(=O)NCc1cc(S(N)(=O)=O)ccc1F,001,CVD-0020388-001,WIL-UNI-1faa9b10-22,CSc1ccccc1S(=O)(=O)NCc1cc(S(N)(=O)=O)ccc1F,> 99.5,"","","",""
CVD-0020387,"",CS(=O)(=O)NC1=CC(C(=O)NNC2=CC=C(F)C(F)=C2)=CC=C1Cl,CS(=O)(=O)Nc1cc(C(=O)NNc2ccc(F)c(F)c2)ccc1Cl,001,CVD-0020387-001,WIL-UNI-1faa9b10-21,CS(=O)(=O)Nc1cc(C(=O)NNc2ccc(F)c(F)c2)ccc1Cl,> 99.5,"","","",""
CVD-0020386,"",NC1=C(NS(=O)(=O)C2=CC=C(F)C=C2)C=CC=C1S(N)(=O)=O,Nc1c(NS(=O)(=O)c2ccc(F)cc2)cccc1S(N)(=O)=O,001,CVD-0020386-001,WIL-UNI-1faa9b10-20,Nc1c(NS(=O)(=O)c2ccc(F)cc2)cccc1S(N)(=O)=O,> 99.5,"","","",""
CVD-0020385,"",O=C(CCNS(=O)(=O)C1=CC=CC=C1F)NNC1=CC=C(F)C=C1,Fc1ccc(NNC(=O)CCNS(=O)(=O)c2ccccc2F)cc1,001,CVD-0020385-001,WIL-UNI-1faa9b10-19,O=C(CCNS(=O)(=O)c1ccccc1F)NNc1ccc(F)cc1,> 99.5,"","",0.196,4
CVD-0020384,"",NC(=O)C1=CC=C(S(=O)(=O)NCC(O)C2=C(F)C=CC=C2F)C=C1,NC(=O)c1ccc(S(=O)(=O)NCC(O)c2c(F)cccc2F)cc1,001,CVD-0020384-001,WIL-UNI-1faa9b10-18,NC(=O)c1ccc(S(=O)(=O)NCC(O)c2c(F)cccc2F)cc1,> 99.5,"","",0.402,4
CVD-0020383,"",O=C(NCC(O)C1=CC=CC(F)=C1)C(=O)NC1=CC(Br)=CC=C1F,OC(CNC(=O)C(=O)Nc1cc(Br)ccc1F)c1cccc(F)c1,001,CVD-0020383-001,WIL-UNI-1faa9b10-17,O=C(NCC(O)c1cccc(F)c1)C(=O)Nc1cc(Br)ccc1F,> 99.5,"","",0.198,4
CVD-0020382,"",NS(=O)(=O)C1=CC=CC(NC(=O)COC(=O)C2=CC=C(F)C=C2)=C1,NS(=O)(=O)c1cccc(NC(=O)COC(=O)c2ccc(F)cc2)c1,001,CVD-0020382-001,WIL-UNI-1faa9b10-16,NS(=O)(=O)c1cccc(NC(=O)COC(=O)c2ccc(F)cc2)c1,> 99.5,"","","",""
CVD-0020381,"",NS(=O)(=O)C1=CC=C(F)C(C(=O)NCC(O)C2=CC=CC(F)=C2)=C1,NS(=O)(=O)c1ccc(F)c(C(=O)NCC(O)c2cccc(F)c2)c1,001,CVD-0020381-001,WIL-UNI-1faa9b10-15,NS(=O)(=O)c1ccc(F)c(C(=O)NCC(O)c2cccc(F)c2)c1,> 99.5,"","",0.322,4
CVD-0020380,"",NC1=CC(F)=C(F)C=C1C(=O)NCC(=O)NC1=CC=C(F)C(F)=C1F,Nc1cc(F)c(F)cc1C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,001,CVD-0020380-001,WIL-UNI-1faa9b10-14,Nc1cc(F)c(F)cc1C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,> 99.5,"","",1.68,4
CVD-0020379,"",CC(O)(CNC(=O)C1=CC(S(N)(=O)=O)=CC=C1F)C1=CC=CC=C1,CC(O)(CNC(=O)c1cc(S(N)(=O)=O)ccc1F)c1ccccc1,001,CVD-0020379-001,WIL-UNI-1faa9b10-13,CC(O)(CNC(=O)c1cc(S(N)(=O)=O)ccc1F)c1ccccc1,> 99.5,"","","",""
CVD-0020378,"",O=C(NCC1=NN=C2C(=O)NC=CN12)NC1=CC(F)=CC=C1,Fc1cccc(NC(=O)NCc2nnc3n2cc[nH]c3=O)c1,001,CVD-0020378-001,WIL-UNI-1faa9b10-12,O=C(NCc1nnc2c(=O)[nH]ccn12)Nc1cccc(F)c1,> 99.5,"","","",""
CVD-0020377,"",CS(=O)(=O)C1=CC=CC(NC(=O)NC(CO)C2=CC=CC(F)=C2)=C1,CS(=O)(=O)c1cccc(NC(=O)NC(CO)c2cccc(F)c2)c1,001,CVD-0020377-001,WIL-UNI-1faa9b10-11,CS(=O)(=O)c1cccc(NC(=O)NC(CO)c2cccc(F)c2)c1,> 99.5,"","","",""
CVD-0020376,"",NS(=O)(=O)C1=CC(Cl)=C(F)C(C(=O)NNC2=CC=C(Cl)C(F)=C2)=C1,NS(=O)(=O)c1cc(Cl)c(F)c(C(=O)NNc2ccc(Cl)c(F)c2)c1,001,CVD-0020376-001,WIL-UNI-1faa9b10-10,NS(=O)(=O)c1cc(Cl)c(F)c(C(=O)NNc2ccc(Cl)c(F)c2)c1,> 99.5,"","",1.11,2.3
CVD-0020375,"",COC1=CC=C(F)C=C1NC(=O)NC(CO)C1=CC=CC(F)=C1,COc1ccc(F)cc1NC(=O)NC(CO)c1cccc(F)c1,001,CVD-0020375-001,WIL-UNI-1faa9b10-9,COc1ccc(F)cc1NC(=O)NC(CO)c1cccc(F)c1,> 99.5,"","",1.03,3
CVD-0020374,"",O=C(CNC(=O)C(=O)NC1=CC=C(F)C(Cl)=C1)NC1=CC=CN=C1,Fc1ccc(NC(=O)C(=O)NCC(=O)Nc2cccnc2)cc1Cl,001,CVD-0020374-001,WIL-UNI-1faa9b10-8,O=C(CNC(=O)C(=O)Nc1ccc(F)c(Cl)c1)Nc1cccnc1,> 99.5,"","",1.58,2.3
CVD-0020373,"",CS(=O)(=O)NC1=CC=CC(C(=O)NCC(O)C2=CC=CC(F)=C2)=C1,CS(=O)(=O)Nc1cccc(C(=O)NCC(O)c2cccc(F)c2)c1,001,CVD-0020373-001,WIL-UNI-1faa9b10-7,CS(=O)(=O)Nc1cccc(C(=O)NCC(O)c2cccc(F)c2)c1,> 99.5,"","","",""
CVD-0020372,"",O=C(CNS(=O)(=O)C1=CC=CC(F)=C1)NC(CO)C1=CC=CC(F)=C1,OCC(NC(=O)CNS(=O)(=O)c1cccc(F)c1)c1cccc(F)c1,001,CVD-0020372-001,WIL-UNI-1faa9b10-6,O=C(CNS(=O)(=O)c1cccc(F)c1)NC(CO)c1cccc(F)c1,(IC50 could not be calculated),"","","",""
CVD-0020371,"",O=C(CNS(=O)(=O)C1=CC=C(F)C=C1)NNC1=CC=C(F)C=C1F,Fc1ccc(S(=O)(=O)NCC(=O)NNc2ccc(F)cc2F)cc1,001,CVD-0020371-001,WIL-UNI-1faa9b10-5,O=C(CNS(=O)(=O)c1ccc(F)cc1)NNc1ccc(F)cc1F,(IC50 could not be calculated),"","","",""
CVD-0020370,"",O=C(NC1=CC(F)=CC=C1F)C(=O)NC(CO)C1=CC=CC=C1,OCC(NC(=O)C(=O)Nc1cc(F)ccc1F)c1ccccc1,001,CVD-0020370-001,WIL-UNI-1faa9b10-4,O=C(Nc1cc(F)ccc1F)C(=O)NC(CO)c1ccccc1,> 99.5,"","",0.0780,2.3
CVD-0020369,"",NC1=NC=NC=C1CNC(=O)C(=O)NC1=CC=C(F)C(F)=C1,Nc1ncncc1CNC(=O)C(=O)Nc1ccc(F)c(F)c1,001,CVD-0020369-001,WIL-UNI-1faa9b10-3,Nc1ncncc1CNC(=O)C(=O)Nc1ccc(F)c(F)c1,> 99.5,"","",0.190,2.3
CVD-0020368,"",CS(=O)(=O)NC1=CC=CC(NC(=O)C(=O)NC2=CC=CC=C2F)=C1,CS(=O)(=O)Nc1cccc(NC(=O)C(=O)Nc2ccccc2F)c1,001,CVD-0020368-001,WIL-UNI-1faa9b10-2,CS(=O)(=O)Nc1cccc(NC(=O)C(=O)Nc2ccccc2F)c1,(IC50 could not be calculated),"","","",""
CVD-0020367,"",COC1=C(Cl)C=CC=C1NC(=O)C(=O)NCC(O)C1=CC=C(F)C=C1,COc1c(Cl)cccc1NC(=O)C(=O)NCC(O)c1ccc(F)cc1,001,CVD-0020367-001,WIL-UNI-1faa9b10-1,COc1c(Cl)cccc1NC(=O)C(=O)NCC(O)c1ccc(F)cc1,> 99.5,"","","",""
CVD-0020331,"",CC[C@@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,CC[C@@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020331-001,MIK-ENA-0547b12c-1,CC[C@@H]1CN(C(=O)[C@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,8.89,8.17,9.66,1.84,1.1
CVD-0020330,"",CC[C@@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,CC[C@@H]1CN(c2cncc3ccccc23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020330-001,MIK-ENA-edcfce18-1,CC[C@@H]1CN(C(=O)[C@@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,0.209,0.196,0.223,1.22,2.1
CVD-0020329,"",CC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,CC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020329-001,MIK-ENA-e143773d-1,CC[C@H]1CN(C(=O)[C@@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,5.94E-03,5.72E-03,6.16E-03,1.14,2.1
CVD-0020329,"",CC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,CC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020329-001,MIK-ENA-e143773d-1,CC[C@H]1CN(C(=O)[C@@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,< 0.0500,"","",0.313,2.3
CVD-0020328,"",CC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,CC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020328-001,MIK-ENA-be04d1d4-1,CC[C@H]1CN(C(=O)[C@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,2.67,2.31,3.08,1.05,1.1
CVD-0020327,"",C[C@@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,C[C@@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020327-001,MIK-ENA-2c0ad173-1,C[C@@H]1CN(C(=O)[C@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,12.8,11.6,14.2,1.12,1.1
CVD-0020326,"",C[C@@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,C[C@@H]1CN(c2cncc3ccccc23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020326-001,MIK-ENA-623fe2a6-1,C[C@@H]1CN(C(=O)[C@@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,0.906,0.855,0.960,1.23,1.1
CVD-0020325,"",C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020325-001,MIK-ENA-17e27e9c-1,C[C@H]1CN(C(=O)[C@@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,0.0104,9.81E-03,0.0110,1.17,2.1
CVD-0020325,"",C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020325-001,MIK-ENA-17e27e9c-1,C[C@H]1CN(C(=O)[C@@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,< 0.0500,"","",0.555,2.1
CVD-0020324,"",C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)CC1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@]12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,001,CVD-0020324-001,MIK-ENA-99706bb8-1,C[C@H]1CN(C(=O)[C@]11CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)c1cncc2ccccc12,1.30,1.21,1.39,1.17,1.1
CVD-0020321,"",CC(C)(C)NCCOC1=CC=C2C=NC=C(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)CC5=CC=C(Cl)C=C54)C3=O)C2=C1,CC(C)(C)NCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,001,CVD-0020321-001,MAT-POS-1a788f51-4,CC(C)(C)NCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,0.183,0.173,0.194,1.09,2.1
CVD-0020320,"",CC(C)NCCOC1=CC=C2C=NC=C(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)CC5=CC=C(Cl)C=C54)C3=O)C2=C1,CC(C)NCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,001,CVD-0020320-001,MAT-POS-1a788f51-3,CC(C)NCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,0.129,0.120,0.139,1.11,1.1
CVD-0020320,"",CC(C)NCCOC1=CC=C2C=NC=C(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)CC5=CC=C(Cl)C=C54)C3=O)C2=C1,CC(C)NCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,001,CVD-0020320-001,MAT-POS-1a788f51-3,CC(C)NCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,0.133,0.123,0.144,1.04,2.1
CVD-0020319,"",COCCOC1=CC=C2C=NC=C(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)CC5=CC=C(Cl)C=C54)C3=O)C2=C1,COCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,001,CVD-0020319-001,MAT-POS-1a788f51-2,COCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,0.168,0.161,0.174,1.09,2.1
CVD-0020318,"",N#CC1(CS(=O)(=O)N2CC3=CC=C(Cl)C=C3C3(CCN(C4=CN=CC5=CC=C(OCCO)C=C45)C3=O)C2)CC1,OCCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1,001,CVD-0020318-001,MAT-POS-1a788f51-1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(OCCO)cc45)C3=O)C2)CC1,0.0691,0.0660,0.0724,1.11,2.1
CVD-0020317,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1CC(F)(F)C1,FC1(F)CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,001,CVD-0020317-001,MAT-POS-e75f6e44-21,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC(F)(F)C1,0.0847,0.0791,0.0906,1.13,1.1
CVD-0020317,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1CC(F)(F)C1,FC1(F)CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,001,CVD-0020317-001,MAT-POS-e75f6e44-21,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC(F)(F)C1,0.0784,0.0732,0.0839,0.980,2.1
CVD-0020316,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1CS(=O)(=O)C1,Clc1ccc2c(c1)C1(CN(CC(=O)NCC3CS(=O)(=O)C3)C2)CCN(c2cncc3ccccc23)C1=O,001,CVD-0020316-001,MAT-POS-e75f6e44-20,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CS(=O)(=O)C1,0.113,0.107,0.118,1.02,2.1
CVD-0020315,"",CC1(CNC(=O)CN2CC3=CC=C(Cl)C=C3C3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C2)CCC1,CC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,001,CVD-0020315-001,MAT-POS-e75f6e44-19,CC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,0.0674,0.0640,0.0709,1.06,1.1
CVD-0020315,"",CC1(CNC(=O)CN2CC3=CC=C(Cl)C=C3C3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C2)CCC1,CC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,001,CVD-0020315-001,MAT-POS-e75f6e44-19,CC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,0.0690,0.0638,0.0747,1.00,2.1
CVD-0020314,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1CC(F)C1,FC1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,001,CVD-0020314-001,MAT-POS-e75f6e44-18,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC(F)C1,0.0954,0.0919,0.0990,1.19,2.1
CVD-0020313,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1(O)CCC1,OC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,001,CVD-0020313-001,MAT-POS-e75f6e44-17,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1(O)CCC1,0.183,0.174,0.192,1.11,2.1
CVD-0020312,"",CN1CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3C3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C2)C1,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,001,CVD-0020312-001,MAT-POS-e75f6e44-16,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,0.208,0.191,0.226,1.14,1.1
CVD-0020312,"",CN1CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3C3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C2)C1,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,001,CVD-0020312-001,MAT-POS-e75f6e44-16,CN1CC(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,0.195,0.182,0.208,1.05,2.1
CVD-0020311,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1(F)CCC1,FC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,001,CVD-0020311-001,MAT-POS-e75f6e44-15,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1(F)CCC1,0.144,0.131,0.158,1.18,1.1
CVD-0020311,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1(F)CCC1,FC1(CNC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,001,CVD-0020311-001,MAT-POS-e75f6e44-15,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1(F)CCC1,0.145,0.135,0.156,1.09,2.1
CVD-0020310,"",O=C(CN1CC2=CC=C(Cl)C=C2C2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C1)NCC1COC1,Clc1ccc2c(c1)C1(CN(CC(=O)NCC3COC3)C2)CCN(c2cncc3ccccc23)C1=O,001,CVD-0020310-001,MAT-POS-e75f6e44-14,O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1COC1,0.113,0.0972,0.130,0.924,1.1
